,filename,compStages,auxStages,Away %,Home %,Sleep %,Awake %,TOU %,Custom Schedule %,Smart Away %,Smart Home %,DR %,Hold %,TOU Event %,Custom Event %,Sq. Ft.,Floors,Age,Style,State,City
1893,37e05ef8c7dbf1535fa9eab47cab85bfcbf15a36.csv,0,1,0.490648432,0.179405249,0.322320211,0,0,0.007626108,0.001981084,0.013590661,0,0.451559305,0,0.53286895,1001,1,59,Detached,NY,East Setauket
1898,38051f3aa45e4c473440b052240191adc6f333e9.csv,0,1,0.284638554,0.323491884,0.364499665,0,0,0.027369896,0.00488412,0.118986362,0,0.007540579,0,0.868588939,1500,3,98,detached,NY,Larchmont
1899,380635338fcc96a7a72d2d1828012390e8fc1a29.csv,0,1,0,0.706349206,0.26459478,0,0,0.029056013,0.246623168,0,0,0.179611187,0,0.573765644,5000,5,120,semiDetached,NY,New York
1901,381cedaa0ed3bceb9e0ff3ef4cc9ea04e10a9173.csv,0,1,0.315462065,0.208073577,0.472938369,0,0,0.003525989,0,0,0,0.767888026,0,0.232111974,2501,2,59,Other,NY,Amityville
1906,383131958779130f9a12c5ad4a3959e7a1a49f4c.csv,0,1,0,0.643901051,0.321926004,0,0,0.034172944,0.217778955,0,0,0.102499215,0,0.67972183,2000,1,5,apartment,NY,New York
1913,388b42d9e181a04c54604f4cd6d290013f8baeff.csv,1,2,0,0.635495806,0.299056268,0,0,0.065447927,0,0,0,0.020556347,0,0.979443653,3500,2,40,detached,NY,Katonah
1915,38a444656623d976867da31bbded3240afe53060.csv,0,1,0.325062958,0.365775717,0.280753968,0,0,0.028407357,0.007898352,0.188721001,0,0.014508929,0,0.788871719,3000,3,20,townhouse,NY,Port Washington
1917,38abfab8a184344243f7396926e64130b821608c.csv,0,1,0.220464678,0.39336134,0.378886603,0,0,0.00728738,0.034122085,0.052154778,0,0.027249086,0,0.886474051,1001,2,49,Other,NY,North Syracuse
1921,38cd727eacc59325d601f6089e7506c653263914.csv,0,2,0.188272665,0.313949939,0.361158806,0.107638889,0,0.028979701,0,0,0,0.096802503,0,0.903197497,2000,3,35,detached,NY,West Seneca
1932,393cf0ac3443fdab0783ac1b0cefbb1cd91c19ac.csv,0,1,0.135014922,0.606261478,0.233270202,0,0,0.025453398,0,0,0,0.006647919,0,0.993352081,0,3,90,multiPlex,NY,Brooklyn
1935,3943f550aad7326c3dd2fc5aa4efa853799c9be2.csv,0,2,0.115793716,0.55350753,0.299565491,0,0,0.031133263,0,0,0,0.074525186,0,0.925474814,0,0,0,,NY,Spring Valley
1939,396c45ec6cbb879667558e3067c9ed14dba83786.csv,0,1,0.298429369,0.306961662,0.36872513,0,0,0.025883838,0.016146312,0.048888506,0,0.034588307,0,0.900376875,1350,3,0,detached,NY,Schenectady
1940,39847a24f5ef4abd2eec2d6c10dfe664907847a6.csv,0,1,0,0.396225513,0.576331497,0,0,0.027442991,0.018183731,0,0,0.005442684,0,0.976373584,2500,2,57,rowHouse,NY,Richmond County
1942,3990c98b3f632e6e54b26a280f499436d2d06d05.csv,0,2,0,0.590507458,0.400575551,0,0,0.008916991,0.005958171,0,0,0.198943472,0,0.795098357,0,0,0,,NY,Hilton
1943,399ecd4df444814f20baa88770c6910d76e6d4dc.csv,0,2,0.26242539,0.317263545,0.387731481,0,0,0.032579584,0.013439317,0.087484695,0,0.055718167,0,0.843357821,2000,3,60,detached,NY,Marcellus
1948,39c2f6fd73461f7068605836d00cc82e95976341.csv,0,1,0,0.669249311,0.304790328,0,0,0.025960361,0,0,0,0.184448653,0,0.815551347,3500,2,60,,NY,Glen Cove
1955,3a0c6dff5982e8f3c8d189e56d2f5e1003290b0f.csv,0,1,0,0.681682306,0.282268282,0,0,0.036049412,0,0,0,0.933572871,0,0.066427129,2500,3,70,detached,NY,Binghamton
1956,3a185dac0e2ae048c84cdd6b353cf3a00b2745c7.csv,0,2,0,0.707247052,0.26231766,0,0,0.030435289,0.040211825,0,0,0.00634311,0,0.953445065,1500,3,76,detached,NY,Hamburg
1957,3a34c1c310f54fbed0d1ca3d4d2dc4a8efde75d0.csv,0,1,0,0.69023569,0.28412917,0,0,0.025635139,0,0,0,0.322524487,0,0.677475513,7500,3,0,multiPlex,NY,East Hills
1960,3a62b1c7dc17501dd2b146e0467c33125bb0a0fb.csv,0,1,0,0.607763238,0.366716406,0,0,0.025520355,0,0,0,0.072687098,0,0.927312902,1500,1,45,other,NY,Greenwich
1962,3a65df23cfc99906f5ae7cdafc4e7945308cf020.csv,0,1,0.275383471,0.237952152,0.323822879,0,0,0.162841499,0.000152625,0.000248016,0,0.009214744,0,0.990384615,1500,2,100,rowHouse,NY,New York
1963,3a678ab5e85c126e57c3d147dce81834fa06fc8d.csv,0,1,0,0.688139118,0.28320551,0,0,0.028655372,0.001373626,0,0,0.057043651,0,0.941582723,2000,2,100,rowHouse,NY,Brooklyn
1964,3a68f6d2425e8d42f73ad5ac83c1879533a2bc61.csv,0,1,0.345892639,0.242022498,0.385081879,0,0,0.027002984,0.02565427,0.137913223,0.001980028,0.093922176,0,0.740530303,2000,1,80,apartment,NY,New York
1968,3a854240d124a2e416977e22d2ccc1c2ae9318e2.csv,0,2,0,0.52359772,0.448634068,0,0,0.027768212,0.151658632,0,0,0.045511938,0,0.802829431,2000,2,5,multiPlex,NY,Arverne
1971,3aa0e71850a856348b8ffdb128caffac5e849672.csv,0,1,0,0.642251671,0.321026345,0,0,0.036721983,0.001124244,0,0,0.202234559,0,0.796641197,1800,3,0,rowHouse,NY,New York
1976,3abd19ab640ba25f36c1035e2d7047fa1edcab70.csv,0,2,0,0.522102219,0.44333294,0,0,0.034564841,0,0,0,0.474179651,0,0.525820349,1500,1,60,other,NY,Holtsville
1977,3ac13c14c46465dc9208ae4a1a81767aab25c36a.csv,0,1,0.203636746,0.216310836,0.330396771,0.224173554,0,0.025482094,0.00271656,0.117787726,0,0.13224097,0,0.747254744,3000,2,15,detached,NY,Babylon
1979,3ac7336205630fc905e11ebd9a6a577890b55d5f.csv,0,1,0.255965476,0.342627066,0.396274045,0,0,0.005133412,0.008729621,0.012720709,0,0.005246235,0,0.973303435,2000,2,35,apartment,NY,Huntington Station
1983,3ae26c6076dccb41194b7b73d4e30838ce8284e6.csv,0,1,0.218158578,0.480921856,0.272140186,0,0,0.02877938,0.031049679,0.042782738,0.002422924,0.00441659,0,0.919328068,3500,4,55,detached,NY,New Rochelle
1986,3af24994eafa2240b5684caa226c6f33ba5691c4.csv,0,1,0,0.691010484,0.284903964,0,0,0.024085552,0,0,0,0.974766605,0,0.025233395,3000,2,87,multiPlex,NY,Long Beach
1995,3b42ea3d5b33f15b445e730e06b1f2235aaa4b76.csv,0,1,0,0.702654465,0.289865654,0,0,0.007479881,0.00024338,0,0,0.783797378,0,0.215959242,0,0,0,,NY,Lancaster
1996,3b43d8d886d0fec1f9134a324830dcc65a1ad020.csv,0,0,0,0.684401857,0.280636126,0,0,0.034962017,0.000191835,0,0,0.613739257,0,0.386068907,2200,4,0,detached,NY,Massapequa Park
1999,3b676d44e5618cb1a75910f5c5052e0ada76157c.csv,0,1,0,0.61162764,0.275262091,0,0,0.113110269,0.061170416,0,0,0.166456229,0,0.772373355,2000,3,60,detached,NY,Bellmore
2009,3bc3cbe2c256606909cd66a5639177070472ba85.csv,0,2,0,0,0.282292623,0,0,0.717707377,0,0,0,0.641002831,0,0.358997169,1500,2,110,,NY,New York
2011,3bdaffc7a0baef28bfd334275e13a437e76441e5.csv,0,1,0,0.649276938,0.320083562,0,0,0.030639499,0.088379502,0,0,0.209153694,0,0.702466804,2500,3,50,detached,NY,Merrick
2012,3bdc4d33186b8ccee7bddf997f09948d8149405a.csv,0,1,0,0.703051643,0.289384455,0,0,0.007563902,0,0,0,0.932951878,0,0.067048122,2500,2,5,other,NY,Saint James
2016,3be9af447103d2023f64aea77f8f11e1d22d6833.csv,0,1,0.20224969,0.328642448,0.440169452,0,0,0.028938409,0.012380068,0.02026269,0,0.094649489,0,0.872707753,2000,2,30,Other,NY,Cicero
2018,3c001c74c2da14c13862c54f088d6b94cba857fd.csv,0,1,0,0.647363281,0.320062934,0,0,0.032573785,0.008138021,0,0,3.26E-05,0,0.991829427,2500,2,0,detached,NY,Franklin Square
2021,3c0d6bdd68b1118737ba6a5d89f583874519654f.csv,0,1,0.329335062,0.327498019,0.271990491,0,0,0.071176428,0.011022261,0.047709099,0,0.646098984,0,0.295169656,3500,2,120,multiPlex,NY,Auburn
2022,3c1b64182506cc12fbf0fb27e9d5861551c4be56.csv,0,1,0,0.643776783,0.239018978,0,0,0.117204239,0.007872283,0,0,0.047128482,0,0.944999235,0,0,0,,NY,Mineola
2035,3c6d1623e5f03eb3e7ab5bf833bfdc2f8444e096.csv,0,1,0,0.581439394,0.333428987,0,0,0.085131619,0.05527816,0.001166973,0,0.246939088,0,0.696615779,2000,2,30,,NY,Greece
2037,3c7d9f8adf74be2db4220a9c14005442e08beb01.csv,0,1,0.291073615,0.429245103,0.255442684,0,0,0.024238598,0.021168121,0.126587848,0,0.030236073,0,0.822007958,2700,4,0,townhouse,NY,New York
2038,3c800dbd5a9ba6a97cf27f2f16bc5f981bed5ff7.csv,0,1,0,0.689709596,0.284215259,0,0,0.026075145,0,0,0,0.973924855,0,0.026075145,3200,3,36,detached,NY,Warwick
2042,3c9d56cf02afd6856696b268b4f6bc16fa0faf16.csv,0,1,0.100850077,0.593431221,0.232715095,0,0,0.073003606,0.020685214,0.024137043,0,0.285007728,0,0.670170015,2000,3,0,detached,NY,Niskayuna
2043,3cace8e8892c87a37a63a9228052cf4854f2e58a.csv,0,1,0.177226814,0.531202173,0.263028007,0,0,0.028543006,0,0,0,0.177705081,0,0.822294919,1000,2,60,detached,NY,Buffalo
2047,3cbee24593b23e6eb887a72c120e4f90fa9f8821.csv,0,1,0,0.657918218,0.307699022,0,0,0.034382759,0,0,0,0.419634544,0,0.580365456,4000,2,15,detached,NY,Webster
2050,3ccc438d60a2821d19677d1051ac2607eac3ac24.csv,0,1,0,0.646349862,0.327383685,0,0,0.026266452,0.028437787,0,0,0.311744337,0,0.659817876,2650,3,16,detached,NY,Montauk
2053,3cd1d592699f438e0ff1592e5bd296e2791735d7.csv,0,2,0,0.540518825,0.430699036,0,0,0.02878214,0.034961356,0,0,0.171554561,0,0.793484083,2000,3,50,detached,NY,Buffalo
2060,3d197f60a06aad69d6eb577a0bc4059531a8102c.csv,0,1,0,0.688139118,0.283835089,0,0,0.028025794,0.002127213,0,0,0.10690438,0,0.890968407,1000,1,0,condominium,NY,New York
2061,3d252c2b27c1ccb747369e814a1f268bf4a65a0c.csv,0,1,0.312337389,0.287027472,0.373651286,0,0,0.026983854,0.005480946,0.003548745,0,0.121566039,0,0.86940427,2000,2,10,other,NY,Milton
2062,3d28bff0893aaa9ac9bbe407f7ca3aae0ba9f0c5.csv,0,1,0,0.638037573,0.334375957,0,0,0.027586471,0.068296602,0,0,0.108375421,0,0.823327977,2500,2,20,detached,NY,Clarence Center
2063,3d3c0e169c7b90cc75aecf18d1d0883bb66e470d.csv,0,1,0.204524469,0.451061865,0.314712219,0,0,0.029701447,0,0,0,0.059249,0,0.940751,1500,3,20,townhouse,NY,Liverpool
2069,3d86a90550061837ff57cb06f810df69d5b4e4eb.csv,0,1,0,0.133270375,0.811202686,0,0,0.055526938,0,0,0,0.170682616,0,0.829317384,2500,3,70,detached,NY,BALDWIN  
2072,3d9e7d47c96f89c1e220bf691689f417140f82e9.csv,0,1,0,0.688408708,0.284215259,0,0,0.027376033,0.010435797,0,0.000994796,0.57301232,0,0.415557086,2500,3,50,other,NY,Cornwall
2084,3e0108b417136f499908945a2bbff0eb4ea3128d.csv,0,1,0.187681742,0.468329125,0.311447811,0,0,0.032541322,0.041188399,0.09212389,0,0.033277854,0,0.833409856,0,0,0,,NY,Manlius
2088,3e0534f1b7eadef793bc754ab7853c85c01f5f5a.csv,0,1,0.135703627,0.482361494,0.353621442,0,0,0.028313437,0.029595194,0.059659091,0,0.134383609,0,0.776362106,1500,3,85,detached,NY,Syracuse
2091,3e12222d8612ffff4ae0970d639ab0273d1fae32.csv,0,1,0.060233012,0.295961509,0.284655265,0,0,0.359150214,0,0,0,0.438800888,0,0.561199112,3000,2,110,detached,NY,Interlaken
2098,3e47842733241021784ee05d1ba0d5767a44d459.csv,0,1,0.245753849,0.407442269,0.29603832,0,0,0.050765562,0,0,0,0.019285475,0,0.980714525,2000,2,47,detached,NY,Ashville
2099,3e56a6be4c7c48003f43b76dabec26e464fd5559.csv,0,1,0.029227717,0.405458257,0.536467872,0,0,0.028846154,0.006085928,0.014604319,0,0.218091804,0,0.761217949,2378,2,56,detached,NY,Tappan
2100,3e5aa61239f344b5ba11a4f2ba35bbcc6053fa25.csv,0,1,0,0.689178877,0.283482143,0,0,0.02733898,0.001612103,0,0,0.961729243,0,0.036658654,3000,3,10,loft,NY,Southampton
2101,3e6b3fae5f62822e1c9871f20386edb54e581322.csv,0,1,0.220854377,0.237134604,0.465086471,0,0,0.076924549,0,0,0,0.063236532,0,0.936763468,2500,2,30,detached,NY,Endicott
2108,3e9e1a67a2627c2756f7fd5a43204cc6eeba87f4.csv,0,1,0,0.687967415,0.283253205,0,0,0.02877938,0,0,0,0.956330128,0,0.043669872,3000,3,10,detached,NY,Putnam Valley
2110,3eabb1106941bbac83074ca55342b5dbba33d257.csv,0,1,0.00951087,0.683140851,0.295120018,0,0,0.012228261,0.015530646,0.0065859,0,0.036514946,0,0.941368508,2501,3,29,Other,NY,Fort Edward
2113,3ebb2835ada5ccea0671ab0069eff48ddc066f04.csv,0,1,0,0.693308313,0.299249387,0,0,0.0074423,0.05822355,0,0,0.130463644,0,0.811312806,4001,2,29,Detached,NY,Bedford
2124,3f2292d58d70a11eafa3ef6b8a6aeee0ad72b3e6.csv,0,1,0,0.628119277,0.343664148,0,0,0.028216575,0.090916896,0,0,0.088522589,0,0.820560516,2200,3,36,other,NY,Hyde Park
2125,3f2dc5212e6ac33fb483baa518060abf9b12a369.csv,0,1,0.250022172,0.400481132,0.342290808,0,0,0.007205889,0.019577846,0.026229436,0,0.072790564,0,0.881402155,0,0,0,,NY,Franklin Square
2127,3f39fa3be84f19e4ba5674eaf6f1e6e6235f9b00.csv,0,1,0.23611999,0.45857621,0.294410389,0,0,0.01089341,0,0.000388603,0,0.283291339,0,0.716320058,0,0,0,,NY,Lancaster
2128,3f3e5ce33c2bab967e79965530027d9bdc703cb0.csv,0,1,0.211853251,0.327896062,0.388421474,0,0,0.071829212,0.017246642,0.012162317,0,0.103155525,0,0.867435516,1500,2,40,other,NY,Patchogue
2133,3f6890b8897cb2da55ab77f4133ebbc3487aba51.csv,1,1,0.0334309,0.361388506,0.566316575,0,0,0.038864019,0,0,0,0.032780456,0,0.967219544,1500,9,0,apartment,NY,New York
2135,3f83e22d797ba41b3eaf30d717a6ea8fe63d7b62.csv,0,1,0.303972913,0.323185236,0.34407612,0,0,0.028765731,0.006560773,0.12451082,0,0.112108656,0,0.756819751,1500,1,60,detached,NY,Lancaster
2140,3fcd030fb95d146994edfed9252774538967028a.csv,0,1,0.175499847,0.473414606,0.323508089,0,0,0.027577457,0.030181624,0.072430174,0,0.032222985,0,0.865165217,2000,2,10,condominium,NY,Bay Shore
2143,3fe4a399aabf6cef7b72ea9809008cbee45dd9eb.csv,0,1,0.50575206,0,0.465621184,0,0,0.028626755,0,0.193290217,0,0.032747634,0,0.773962149,2000,3,70,detached,NY,Pearl River
2146,3ff1f37fa9b562489d537cf1f492c74e21d33ca8.csv,0,1,0,0.69062787,0.284817876,0,0,0.024554255,0.006179216,0,0,0.869758188,0,0.124062596,2000,2,5,other,NY,Lyme
2154,40258046b92ac4c44b6a026e2761232e629d35f7.csv,0,1,0,0.68711983,0.303249189,0,0,0.009630981,0,0,0,0.933292782,0,0.066707218,2000,1,5,condominium,NY,Colonie
2157,402e5dc3a9f991d244d89e15da2894408b5640e2.csv,0,1,0,0.680703941,0.289064973,0,0,0.030231086,0.002097183,0,0,0.422394349,0,0.575508468,1500,3,90,detached,NY,Haverstraw
2159,40346522daf5c8e31a91c95efcdd68d43493d158.csv,0,1,0.396761172,0.190733088,0.384077518,0,0,0.028428222,0,0,0,0.374827824,0,0.625172176,2000,3,117,other,NY,Garden City Park
2162,405397ca4c40ef973db869f37acf9705e9c4310a.csv,0,1,0,0.604595925,0.367225656,0,0,0.028178419,0.084621108,0,0,0.219694368,0,0.695684524,3000,3,27,other,NY,Schenectady
2163,4055da868afc164c42ffe37e7d7d8adf3c5f0f02.csv,0,1,0,0.688654228,0.283291361,0,0,0.028054411,0,0,0,0.970276252,0,0.029723748,2000,3,25,townhouse,NY,WARWICK
2166,4073d19cdb079acb57e8df88f588e51068f0eacc.csv,0,1,0.213188721,0.391769689,0.367750305,0,0,0.027291285,0.00051511,0.002308455,0,0.075911935,0,0.921264499,2500,3,6,detached,NY,Grand Island
2168,409e23ea2a326c88ce2d5e1e9a10f9e7e1781ea8.csv,0,0,0,0.976596446,0,0,0,0.023403554,0.000329764,0,0,0.92251513,0,0.077155106,3000,3,0,multiPlex,NY,Great Neck
2174,40c3b5f6150977d4144e90b72c26b03397d6955d.csv,0,1,0,0.661128329,0.312834787,0,0,0.026036884,0.083314203,0,0,0.265371518,0,0.651314279,1800,3,45,other,NY,Hamburg
2180,40d65942e6d36018e9a1c5d0e2614a3f600f6efc.csv,2,0,0,0.678131459,0.311836847,0,0,0.010031694,0.076477883,0,0,0.104616233,0,0.818905884,1001,1,9,Apartment,NY,New York
2186,4101e67ca1975e222f938683e339c351387c4c53.csv,0,1,0.335660867,0.54605464,0.090325473,0,0,0.02795902,0.081263355,0.091947115,0,0.012658349,0,0.814131181,3500,4,115,detached,NY,Yonkers
2187,410504c12215a5e44e0b7510372ea4c4cc1d25f9.csv,0,1,0.21679449,0.491586538,0.262486645,0,0,0.029132326,0.007345085,0.093158578,0,0.031936813,0,0.867559524,3500,3,117,other,NY,Honeoye Falls
2192,414f16e8184a265164ab38be261f2a16caf623aa.csv,0,2,0.162776734,0.424289891,0.408991228,0,0,0.003942147,0.048741646,0.091478697,0,0.089102966,0,0.770676692,0,0,0,,NY,Clinton
2193,415531fb66c0ae71de340700c46c04c4755f643f.csv,0,1,0.077564542,0.126570711,0.662954078,0,0,0.132910669,0.006739776,0.052947224,0,0.000799634,0,0.939513365,2000,2,10,other,NY,Deer Park
2194,415625b14c5fbe7a65c7063536411cbb10895e5e.csv,0,0,0,0.684520108,0.306488391,0,0,0.008991501,0,0,0,0.174181177,0,0.825818823,501,1,9,Apartment,NY,Oceanside
2196,41621225160f482b569656ed105d6562a5a49f4b.csv,0,1,0,0.970548286,0,0,0,0.029451714,0,0,0,0.177073768,0,0.822926232,7500,3,0,multiPlex,NY,East Hills
2199,41830ed7b65ea6910adc593a27ad81c9b4fa8b1a.csv,0,1,0,0.404113248,0.228145986,0,0,0.367740766,0.070818071,0.004139957,0,0.603394002,0,0.32164797,1500,2,118,detached,NY,New York
2200,4186296967b47ba96d0ffb03ac1c0e77a8a2c959.csv,0,1,0.36031832,0.254375401,0.349229287,0,0,0.036076991,0.007867694,0.038084056,0,0.421664258,0,0.532383992,4000,2,10,other,NY,Babylon
2202,41889b5047b907fed1a6e0ffa5005be907a91d89.csv,0,1,0.003277154,0.683481586,0.283756632,0,0,0.029484629,0.001453262,0,0,0.061154026,0,0.937392712,2000,2,95,detached,NY,Yonkers
2204,418ff0adde1b491ce4fca4b58946b168720ecca7.csv,0,1,0.535704023,0.194719828,0.229777299,0,0,0.039798851,0.016463123,0.104681513,0,0.003172893,0,0.875682471,0,2,105,,NY,Lockport
2205,4196342b8373e5ac8699981414ec58b67f0a1ae8.csv,0,1,0,0.730950473,0.24033692,0,0,0.028712607,0.007564484,0,0,0.109508547,0,0.882926969,1000,2,10,loft,NY,New york
2207,4199a188d023296e950d13f0e39c9425d0d7d805.csv,0,1,0,0.681467935,0.281992197,0,0,0.036539868,0,0,0,0.819190441,0,0.180809559,1500,3,50,detached,NY,Tonawanda
2217,41e8629d2e7e44ab910acbce289e694195180969.csv,0,1,0,0.386679293,0.585820324,0,0,0.027500383,0,0,0,0.972461356,0,0.027538644,2000,2,70,townhouse,NY,New York
2219,41f34b72a241009addcf3999da8509049e5e3ca4.csv,0,1,0.366529304,0.299937042,0.303113553,0,0,0.030420101,0,0,0,0.051243895,0,0.948756105,1500,3,65,detached,NY,Bronx
2230,42854c16946d8b7e688827f76651d3c9d5dde76e.csv,0,1,0,0.508283594,0.463603841,0,0,0.028112565,0.009574916,0,0,0.073748852,0,0.916676232,2000,3,90,other,NY,Warwick
2234,42b52822e097195b1fb42dab61fc1789b2f2369d.csv,0,1,0,0.564360119,0.402024191,0,0,0.03361569,0.012200473,0,0,0.358793117,0,0.62900641,2500,3,35,townhouse,NY,Nyack
2246,430492be5866eb99e3fb62b61881a406fa2d1a5f.csv,0,2,0,0.38837236,0.324944521,0,0,0.286683119,0.016729798,0,0,0.00041131,0,0.982858892,1500,2,85,detached,NY,Rochester
2249,4311ebf8080b357bc686881818e1ecd1dfb0bc4b.csv,0,1,0,0.687940006,0.284674395,0,0,0.027385598,0.037094429,0,0,0.04665978,0,0.916245791,3500,3,70,detached,NY,Manhasset
2250,4315b773624b815dc183b41ec8da93b30458c98c.csv,0,1,0,0.681395444,0.281803097,0,0,0.036801459,0.00531588,0,0,0.193123156,0,0.801560964,2000,3,10,semiDetached,NY,New York
2252,4323a4aa352493cfbcc97a344dafe7a6fdedfd84.csv,0,1,0,0.680952381,0.281845238,0,0,0.037202381,0,0,0,0.962797619,0,0.037202381,500,1,90,apartment,NY,Oyster Bay
2255,433b330cdeadd95d6eba7c6160b0f079165498bc.csv,0,1,0.217716942,0.416035354,0.339416896,0,0,0.026830808,0.000669575,0,0,0.971390037,0,0.027940389,3000,5,60,detached,NY,Massapequa Park
2258,434ab1905bef717392b681c64cde79462d6b4026.csv,0,1,0,0.695935045,0.287878788,0,0,0.016186167,0,0,0,0.427188552,0,0.572811448,0,0,0,,NY,Halfmoon
2261,4361d49b339366ac6c3bc68bcffb4e89cfa6ac45.csv,0,1,0,0.706466822,0.291097418,0,0,0.00243576,0,0,0,0.753988255,0,0.246011745,2000,2,80,detached,NY,Orchard Park
2268,43a166821b49abd785fcc5ea41f388e4dd872642.csv,0,0,0,0.704624369,0.292692551,0,0,0.002683081,0,0,0,0.583846275,0,0.416153725,4000,2,20,detached,NY,Brookhaven
2269,43ab78cdaefd7de0faed9fe5ddd3090bf01086d6.csv,0,1,0.350102588,0.313525884,0.305308949,0,0,0.031062579,0.00552399,0.01495423,0,0.081163194,0,0.898358586,1500,1,67,other,NY,Oakdale
2283,43e5b1bb4f38120a3df47b7b513237c69c39bac5.csv,0,1,0.258857515,0.380155724,0.328368916,0,0,0.032617845,0.015878482,0.061753903,0,0.290566651,0,0.631800964,1500,1,65,other,NY,Perinton
2285,43ee440c8b72396fdf61f2bd86b9b5c61127e029.csv,0,1,0.229490606,0.453271785,0.28422619,0,0,0.033011419,0,0,0,0.032434402,0,0.967565598,1000,1,0,apartment,NY,New York
2287,440cbc21c17ca581e9fa0615f9256fdea0dd69f8.csv,0,1,0.247011521,0.40900869,0.315835005,0,0,0.028144784,0,0,0,0.046449216,0,0.953550784,2000,4,90,detached,NY,Penfield
2288,44133fb1c597f66d510f3bee4b9665b715db6ef6.csv,0,1,0.260655143,0.172552274,0.282843025,0.072849893,0,0.211099664,0,0,0,0.136675824,0,0.863324176,1500,1,40,rowHouse,NY,Henrietta
2289,44171467238bec9da813e657e10f6dad29bcda1a.csv,0,1,0.159597873,0.545378023,0.269857668,0,0,0.025166437,0.062653046,0.008379247,0,0.017973294,0,0.910994414,2500,2,50,detached,NY,Dix Hills
2290,4418e808efbc5e12b2fed1650dea07943832d838.csv,0,2,0,0.683117241,0.282858777,0,0,0.034023982,0,0,0,0.965976018,0,0.034023982,3500,3,20,detached,NY,Avon
2299,44493f7f2123afd74e0a33f3404cd3b00eb702b6.csv,0,1,0,0.31426959,0.328292394,0,0,0.357438017,0,0,0,0.030341292,0,0.969658708,1000,2,70,,NY,Westbury
2302,445b3b0a800d39680b14e47193c3f0dac8e6d10e.csv,1,0,0,0.67373829,0.278815352,0,0,0.047446358,0.000105772,0,0.000362647,0.919038985,0,0.080492596,0,0,0,,NY,Long Island City
2304,446695f7b5e07956f4bc899ced426e324f7d5aff.csv,0,1,0.01806694,0.669911202,0.279462659,0,0,0.032559199,0.002037796,0,0,0.920890255,0,0.077071949,501,1,69,Other,NY,Lake Grove
2307,447b90e06bc85245e548ecfc4de29d8f3e085337.csv,0,1,0.365308303,0.263278388,0.344503587,0,0,0.026909722,0.007955586,0.168555403,0,0.06002938,0,0.763459631,2000,3,70,,NY,Pearl River
2311,44a097d61d56d1c75687932bf46381fe73824526.csv,0,1,0,0.80357893,0.140510796,0.04419054,0,0.011719735,0,0,0,0.19952953,0,0.80047047,1500,2,60,detached,NY,Canandaigua
2312,44a81d7e78a961130e69f9a59b79f1dbf56ef19f.csv,0,2,0.036448525,0.197485091,0.302318738,0,0,0.463747646,0.003903798,0.006846359,0,0.694826977,0,0.294422866,1000,1,95,,NY,Buffalo
2313,44b69374e196e6084a77c48d4f46c1a5cd0e3e94.csv,0,1,0,0.654456654,0.317679716,0,0,0.027863629,0.062738477,0,0,0.266330891,0,0.670930632,2000,2,65,other,NY,East Meadow
2314,44bb9773f2a2cd9f3611dd64b57849b6093e71f4.csv,0,1,0.364182692,0.253720238,0.352678571,0,0,0.029418498,0.000114469,0.05591804,0,0.312337836,0,0.631629655,2500,3,15,,NY,Rochester
2317,44cd3f1e99e0c6b7ef0130eb29b34544b00dee0a.csv,0,1,0,0.520175137,0.325501755,0,0,0.154323107,0,0,0,0.028292888,0,0.971707112,3000,2,95,detached,NY,Garden City
2319,44d3a654157e0d47bfc132ac9c076be9c97c7399.csv,0,1,0.245774191,0.393248245,0.332846841,0,0,0.028130723,0,0,0.001612103,0.684151786,0,0.314236111,3500,3,80,detached,NY,Larchmont
2323,44deaea91cdbb6e47ee7ae34a2a5ccb399b61b3a.csv,0,2,0.067577799,0.524906015,0.401798768,0,0,0.005717419,0,0,0,0.147713033,0,0.852286967,2000,2,65,,NY,Endicott
2330,4572b452cd54b89ddecea9217506732e0358adbc.csv,0,1,0,0.468386517,0.506294001,0,0,0.025319483,0.001740894,0,0,0.457300275,0,0.540958831,1500,3,98,detached,NY,Syracuse
2333,457b63b2ccf541ddf143fba7f512b8801d6a1563.csv,0,1,0,0.970206298,0,0,0,0.029793702,0.424397394,0,0,0.01102063,0,0.564581976,1500,2,18,apartment,NY,Greenlawn
2334,45861e189e1930d25e463ee2a4f2af273b3c5184.csv,0,1,0.1740907,0.510023404,0.285585482,0,0,0.030300414,0,0,0,0.258891575,0,0.741108425,2000,1,15,townhouse,NY,Watervliet
2337,458b25e7c9017d4570073dfacf0aa053ce873299.csv,0,1,0,0.687146082,0.284731788,0,0,0.02812213,0,0,0,0.969725666,0,0.030274334,0,0,0,,NY,Huntington Station
2340,459d03b649fabdff39a05bcaddb1d7e5f53a30bb.csv,0,1,0,0,0.364315504,0.608758035,0,0.026926462,0,0,0,0.003118304,0,0.996881696,3000,2,20,townhouse,NY,Poughkeepsie
2341,45a6044a98552ac17f441df59e402492118e7ef7.csv,0,1,0,0.081554178,0.889013238,0,0,0.029432583,0,0,0,0.088642103,0,0.911357897,500,2,0,,NY,Maspeth
2344,45b5dedb65b505d6c806733cae8758976026d99f.csv,0,1,0.072220314,0.561221764,0.338627518,0,0,0.027930403,0,0,0,0.628777473,0,0.371222527,2500,3,60,detached,NY,Hicksville
