,filename,compStages,auxStages,Away %,Home %,Sleep %,Awake %,TOU %,Custom Schedule %,Smart Away %,Smart Home %,DR %,Hold %,TOU Event %,Custom Event %,Sq. Ft.,Floors,Age,Style,State,City
7531,ddcf133c96465b56804755388f27adf2fcbd5bbb.csv,0,0,0.364134997,0.223252442,0.384434142,0,0,0.028178419,0.008613782,0.007612179,0,0.220009158,0,0.763764881,0,0,0,,NY,Roslyn Heights
7536,dde8e0c4322d1a0ae216b41a8ead96bb1f668634.csv,1,1,0,0.682349217,0.286189764,0,0,0.031461019,0.000930402,0,0,0.935811848,0,0.06325775,4000,3,5,detached,NY,Watkins Glen
7537,dded0c052c7b95feb0ec74833b7401c971a0618c.csv,0,1,0.276041667,0.414997698,0.284674263,0,0,0.024286372,0.003443447,0.001736111,0,0,0,0.994820442,2000,4,0,detached,NY,Buffalo
7538,ddf5e020d3215694b0a562011967d6d74d0e1701.csv,0,0,0.198275862,0.235632184,0.048850575,0,0,0.517241379,0.094827586,0,0,0.020114943,0,0.885057471,2500,3,30,Row House,NY,Nyack
7539,ddfbc3be4aa322f35b5fcbeef35b369a91d58442.csv,0,1,0,0.325537759,0.275920768,0,0,0.398541473,0.024740792,0,0,0.471371093,0,0.503888115,2000,3,90,detached,NY,Williamsville
7543,de0951b9eb28e685248bf781577c6bab3048e871.csv,0,1,0.328314833,0.205183113,0.452571891,0,0,0.013930163,0.003758413,0.059118521,0.002316231,0.003081024,0,0.931725811,2500,3,59,detached,NY,Whitestone
7544,de0da6cea3ba48a8438d612a29874c1e5631e822.csv,0,2,0,0.649582951,0.325231481,0,0,0.025185568,0.034894399,0,0,0.148951638,0,0.816153964,1500,3,60,townhouse,NY,Greece
7547,de1fa1f7a64c4cdc789f51179b9421e4bdc7491e.csv,0,1,0,0.562997682,0.375970164,0,0,0.061032154,0,0,0,0.099586735,0,0.900413265,1500,2,45,condominium,NY,Rochester
7548,de24e706c9e04362977e439b6fb3c38c02e60f52.csv,0,1,0.263611494,0.422511096,0.283622207,0,0,0.030255204,0.020431589,0.084022039,0,0.17058846,0,0.724957912,1500,1,65,Other,NY,Monroe
7549,de268f20cc76b25f5b1b2833ccf2bd450bfda2d2.csv,0,1,0,0.661930286,0.329473436,0,0,0.008596278,0,0,0,0.68824164,0,0.31175836,0,0,0,,NY,Fallsburg
7552,de461287cdb9549abb0b7082a55ee38851316300.csv,0,1,0.289835165,0.038881258,0.640529609,0,0,0.030753968,0,0,0,0.968625992,0,0.031374008,2000,3,96,detached,NY,Utica
7557,de736e0057494ef21988d1f0c8bedb68510cfe10.csv,0,1,0,0.548277244,0.421588828,0,0,0.030133929,0.008957189,0,0,0.066019918,0,0.925022894,2000,3,95,detached,NY,Little Neck
7562,deb485968dbb46c65ba833f63a8b108fd349cbe7.csv,0,1,0.270874693,0.354071782,0.336252871,0,0,0.038800654,0.009595547,0.051276811,0,0.003055783,0,0.93607186,1500,3,76,detached,NY,Rochester
7570,defd0f92db3cbcf0087918ae69e1fd434f283d01.csv,0,1,0,0.626086559,0.299158203,0,0,0.074755238,0.069837131,0,0,0.013953701,0,0.916209168,2000,2,0,apartment,NY,New York
7572,df01661b6236db1c9d7a855b636b1b59cf0d0072.csv,0,1,0,0.688549298,0.283577534,0,0,0.027873168,0,0,0,0.949748168,0,0.050251832,0,0,0,,NY,New York
7585,df5a5235d3fd848d62f90c2576b514eb2817850b.csv,0,1,0,0.704563701,0.254792012,0,0,0.040644287,0.113804004,0,0,0.064917959,0,0.821278037,2500,2,17,other,NY,Gloversville
7588,df7a8762b44b5d3c2f0233904715fa00f7675f2a.csv,0,1,0.192450778,0.378138355,0.399143391,0,0,0.030267476,0.041714362,0.024544032,0,0.256381639,0,0.677359966,4500,2,55,detached,NY,Poughkeepsie
7590,df8c7aff94d66d983386488958a46b2081d05f69.csv,0,1,0.303685897,0.294986264,0.372443529,0,0,0.02888431,0.078315781,0.059266255,0,0.132058913,0,0.730359051,2500,3,0,detached,NY,Croton-on-Hudson
7591,dfaa9d0aa1907a626235220cfb0f127bba48e880.csv,0,2,0,0.621308379,0.34940667,0,0,0.029284951,0.013917506,0,0,0.063797314,0,0.92228518,1500,2,40,other,NY,Greenville
7595,dfdb7430cc5037669f07c39f8487782fe3d91f57.csv,0,1,0.144955739,0.466260302,0.356227106,0,0,0.032556853,0.026404151,0.018658425,0,0.027386676,0,0.927550748,0,0,0,,NY,Fort Edward
7596,dfe2023379b855551a5878c3fa5b47fec9bcf607.csv,0,1,0,0.681671627,0.280935211,0,0,0.037393162,0.010569292,0,0,0.026537698,0,0.96289301,1500,3,90,rowHouse,NY,New York
7598,e0030fd015f95f1c9f86674d19973e7afd05b389.csv,0,1,0,0.686818984,0.283053254,0,0,0.030127762,0.001832029,0,0,0.963839012,0,0.034328959,3000,3,20,detached,NY,Carmel
7602,e01813a5fb6b1b54e43205a45b6a3d006daba5bc.csv,0,1,0,0.6918212,0.276709402,0,0,0.031469399,0.008031899,0,0,0.650869963,0,0.341098138,1000,1,60,other,NY,Verona
7605,e04d878e3aabb21b2af63662897c3a73c9212a03.csv,0,1,0.425526094,0.165140993,0.175747054,0,0,0.233585859,0,0,0,0.371106902,0,0.628893098,3500,2,35,detached,NY,Lake Peekskill
7606,e0648831fed0a361335828adc50c164263ca2d22.csv,1,1,0.260330341,0.410777317,0.300260896,0,0,0.028631446,0.022463935,0.061214702,0,0.027010436,0,0.889310927,3000,3,120,semiDetached,NY,Troy
7615,e081a734a3b3fa0a0ba1596803c0129624880173.csv,0,1,0.260435745,0.27806395,0.374418117,0,0,0.087082189,0.002794948,0.030181624,0,0.525001908,0,0.44202152,2000,2,75,detached,NY,Manlius
7623,e0bf811e2d8150ba0782cb7c0ae7a2bf8af91c07.csv,1,1,0.654403887,0.080798515,0.235422406,0,0,0.029375191,0,0.018709826,0,0.5828455,0,0.398444674,1500,1,35,condominium,NY,Coram
7627,e0e864dc21b9855e37a48062ce6459127b9ebb00.csv,0,1,0,0.685292172,0.283487006,0,0,0.031220822,0,0,0,0.968779178,0,0.031220822,1000,2,0,detached,NY,New York
7629,e0f6bc581a053fa874474ee7610bf8c9038fefc0.csv,0,1,0,0.685185185,0.307555857,0,0,0.007258957,0.021802033,0,0,0.504038345,0,0.474159622,2000,2,69,detached,NY,Binghamton
7634,e11dc44a16920cb3fbe30adf9f036e78f13670d5.csv,0,1,0.257843587,0.374406948,0.340583869,0,0,0.027165595,0,0,0,0.216932583,0,0.783067417,1500,3,15,detached,NY,Clarence
7638,e1499b88cbc71ca8533cce76fe8380936642601e.csv,0,1,0.407387031,0.079188674,0.457184077,0,0,0.056240219,0,0.09681876,0,0.26293525,0,0.64024599,0,0,0,,NY,Mount Sinai
7645,e17fd446d24efe62957e767addd98efa0a4cd535.csv,0,1,0.216412927,0.464762668,0.288642781,0,0,0.030181624,0,0,0,0.082198184,0,0.917801816,2500,2,35,detached,NY,Mahopac
7649,e19afac93a09994ba8e54a6a795006f0cdc02e81.csv,0,1,0.092996988,0.561684237,0.328647925,0,0,0.01667085,0,0,0,0.069423527,0,0.930576473,2501,2,19,Other,NY,Webster
7652,e1b267d7bf884eb26925bbdb934fd866218dba70.csv,0,1,0.4675352,0.084854224,0.423018059,0,0,0.024592516,0.026505586,0.034492654,0,0.010827977,0,0.928173783,4500,1,25,other,NY,Stephentown
7658,e1d9d98993fdc96426a0a2d2e650db629ce90882.csv,0,1,0,0.612904773,0.357849908,0,0,0.029245319,0.092877149,0,0,0.172968462,0,0.734154389,3000,3,35,detached,NY,East Fishkill
7659,e1e18671336b1ffd89b9732f8eec3b5c9304b319.csv,0,1,0,0.171197726,0.323622558,0,0,0.505179716,0.00071543,0,0,0.620287698,0,0.378996871,1500,2,65,other,NY,Pearl River
7665,e200bd76d504cb58e83b6d1c273c29023f67afdd.csv,0,1,0,0.624026204,0.242150614,0,0,0.133823182,0,0,0,0.86352101,0,0.13647899,1500,1,75,other,NY,Syracuse
7666,e201565393d278599886fcdc20080358d8784173.csv,0,1,0.157975333,0.487459647,0.295546726,0,0,0.059018293,0,0,0,0.093845708,0,0.906154292,2000,3,70,detached,NY,Dover Plains
7668,e209f5b791e641fb4068f87ada19d6062f72002a.csv,0,1,0,0.395785638,0.574719551,0,0,0.029494811,0,0,0,0.020985958,0,0.979014042,3000,2,35,multiPlex,NY,Beacon
7669,e20c171e877ab79ede7efccb66887fc6e13fe7ee.csv,0,1,0.275641026,0.182110424,0.306471306,0,0,0.235777244,0,0,0,0.086996337,0,0.913003663,1500,2,15,condominium,NY,Bronx
7675,e2358a615bc59fce19e2ca2cca834c46dc231df5.csv,0,1,0.185739976,0.564795684,0.222949189,0,0,0.026515152,0,0,0,0.973484848,0,0.026515152,2500,2,20,detached,NY,Ballston Lake
7679,e241c9d2bc47d842b8c220cd34d829e0aef962c4.csv,0,1,0,0.445655907,0.527949481,0,0,0.026394612,0,0,0,0.019698184,0,0.980301816,4000,3,30,detached,NY,Purchase
7683,e275d533d1b29901b928b82ce1a16a363894f0bd.csv,0,1,0.07451408,0.521837695,0.30143289,0,0,0.102215335,0.039916208,0.01322888,0,0.05581382,0,0.891041093,2000,2,25,other,NY,Macedon
7685,e2a701394debdb4a56bc9caa61fce0725fb8ae30.csv,0,1,0.243084173,0.48653083,0.241701007,0,0,0.02868399,0,0,0,0.092662546,0,0.907337454,5000,3,10,detached,NY,Carmel
7691,e2c4c39c9d5d3013626bc2b2a8dbade066994b28.csv,0,1,0,0.66879388,0.303743132,0,0,0.027462988,0,0,0,0.006734585,0,0.993265415,2500,3,15,detached,NY,Ballston
7692,e2c72fb00c09acdeec5c8a6770d9b1ca695a41c3.csv,0,1,0,0.504263965,0.465831044,0,0,0.029904991,0.023838141,0,0,0.074824481,0,0.901337378,2000,3,5,detached,NY,Farmington
7706,e31746d2208c3fc517b7aac1ced391dfae85d8be.csv,0,1,0.318784435,0.26365932,0.392772421,0,0,0.024783823,0.026668197,0.036673554,0,0.059534741,0,0.877123508,2500,2,67,detached,NY,Woodbury
7718,e37c2564f06226b471d4899d4ef9bbe895b0d50a.csv,0,1,0,0.643706987,0.228935806,0,0,0.127357207,0.117150745,0,0,0.158977799,0,0.723871457,0,0,0,,NY,Elmsford
7719,e380aa445f942f40f1c212f44000e59d23a103c8.csv,0,1,0,0.584006617,0.38650354,0,0,0.029489843,0.003828101,0,0,0.0565751,0,0.939596799,2000,1,60,0,NY,Smithtown
7720,e386d3677789309929b127879e869b1a223275f6.csv,1,0,0.209993599,0.194871179,0.481717075,0,0,0.113418147,0,0,0,0.545527284,0,0.454472716,1500,1,10,condominium,NY,New York
7722,e38ef595a915c025c4ae0cb609e847fc6bca687e.csv,0,1,0,0.56786044,0.362862957,0,0,0.069276603,0.004867405,0,0,0.907540282,0,0.087592313,2000,3,10,townhouse,NY,Wappingers Falls
7723,e38f69c8f092c09898fd35bc861753424f1e728a.csv,0,1,0.174336081,0.400249924,0.351018773,0,0,0.074395223,0,0,0,0.013478709,0,0.986521291,2500,3,5,detached,NY,Buffalo
7731,e3f69acecdf62eea36e3ba1ae72b8c6456a13615.csv,0,1,0.104891636,0.512381716,0.352716728,0,0,0.030009921,0.004407051,0.000868056,0,0.863505418,0,0.131219475,2500,3,10,detached,NY,Southeast
7740,e429e8b4a2336a503b25bb6a72dd3736e687872e.csv,0,1,0,0.842502013,0.126388889,0,0,0.031109098,0,0,0,0.688113929,0,0.311886071,4000,4,116,detached,NY,Greenport
7742,e43b16ef568cc848ae9756a5a38f5e9d7e9173ac.csv,1,0,0,0.690733088,0.281288261,0,0,0.02797865,5.74E-05,0,0.00205655,0.956477655,0,0.041408402,1000,1,10,condominium,NY,New York
7748,e4910e2f626d7eb884e12f4e860ea214fde229a8.csv,0,1,0.216460623,0.441792582,0.312728938,0,0,0.029017857,0.018286401,0.031879579,0,0.074929411,0,0.874904609,1500,3,60,detached,NY,Valley Stream
7750,e49e6fe64cc0230524903e3456f3b56e5292d87b.csv,0,1,0,0.648888359,0.319552162,0,0,0.03155948,0,0,0,0.022183113,0,0.977816887,1500,1,90,apartment,NY,New York
7753,e4c10bb8264fb095b88c7233e0426a41a5927ab5.csv,0,1,0.146799434,0.180976431,0.470529155,0,0,0.20169498,0.031508264,0.023855984,0,0.044488445,0,0.900147306,2500,2,40,detached,NY,North Salem
7761,e50ab57dd6b8b4a8e4d160d3b6f9c3f1f63dae36.csv,0,1,0.307215354,0.287698413,0.377422924,0,0,0.027663309,0.0049317,0.004149496,0,0.242340125,0,0.748578678,2000,3,100,detached,NY,Bethlehem
7762,e515244a4cc6f2ac7253926100ba809cf5a66fe0.csv,0,2,0.236971993,0.398052495,0.33815427,0,0,0.026821243,0.009794919,0.065197429,0,0.02892562,0,0.896082032,2500,2,10,detached,NY,Honeoye Falls
7764,e52061f521f96e56e37b39645d3edea4e425583f.csv,0,1,0,0.665193603,0.30976431,0,0,0.025042088,0.04721457,0,0,0.103305785,0,0.849479645,2500,5,90,rowHouse,NY,New York
7771,e55d1f277b4768140b755f57e56bcdf530c33dab.csv,0,1,0,0.380091292,0.470495865,0,0,0.149412843,0.003413702,0.034731976,0,0.257090746,0,0.704763577,2500,3,15,detached,NY,East Fishkill
7774,e56a4c8e7b1e39ef8a574f28d3fcbd5fcec2f79a.csv,1,1,0,0.579820579,0.412086576,0,0,0.008092845,0,0,0,0.979680069,0,0.020319931,0,0,0,,NY,Erwins
7780,e59f993bcecbff0f785d9bf430e4ef7db859c21f.csv,0,1,0,0.484826917,0.50510083,0,0,0.010072253,0,0,0,0.003795967,0,0.996204033,0,0,0,,NY,Niagara Falls
7782,e5b41824bf17bf2e8e5ec5c29c8f697f2b0fe345.csv,0,1,0,0.673189795,0.279027197,0,0,0.047783008,0,0,0,0.108307183,0,0.891692817,2500,3,30,detached,NY,Quogue
7784,e5ca70a8cbc973718fdb85cb5d12f2d5740da4eb.csv,0,2,0,0.566412228,0.404929982,0,0,0.02865779,0,0,0,0.953617616,0,0.046382384,2000,3,95,detached,NY,Kenmore
7794,e60a71a4ee81c4e12c9f79d051801472f2356fd1.csv,0,1,0,0.700945626,0.288268322,0,0,0.010786052,0,0,0,0.529018913,0,0.470981087,0,0,0,,NY,Mohegan Lake
7795,e60a7d3ecc6767c51743bbdbb8f985815182cace.csv,0,1,0,0.679595154,0.313146424,0,0,0.007258422,0,0,0,0.916888298,0,0.083111702,2501,2,59,Townhouse,NY,Lindenhurst
7796,e60d10d1cc76678eb4a0ce3d7085f1331f8323da.csv,0,1,0,0.701669359,0.288099085,0,0,0.010231556,0,0,0,0.989768444,0,0.010231556,1800,4,106,detached,NY,Mount Vernon
7797,e60dfa904cd9a1fafe96dcbc24cd7f230da9637c.csv,0,1,0,0.430593817,0.544708448,0,0,0.024697735,0.022469008,0,0,0.091521273,0,0.886009718,1500,3,10,other,NY,Wheatfield
7800,e623baf33253c78698c285246bb5ffedb17e1262.csv,0,1,0.187471383,0.317345849,0.466231685,0,0,0.028951084,0,0,0,0.508155907,0,0.491844093,2500,3,40,detached,NY,East Islip
7803,e630bf5dd26fac8111ac5972b074c156a80daad7.csv,0,1,0,0.463575708,0.499280268,0,0,0.037144024,0.012896825,0,0,0.11394141,0,0.873161765,2500,2,55,detached,NY,Lake Peekskill
7804,e6362d68554036ee05c5a332ee63ef9630ad9f1e.csv,0,1,0.301805938,0.331487221,0.337685568,0,0,0.029021273,0.010732323,0.039830119,0.00205655,0.063542623,0,0.883838384,2000,2,0,rowHouse,NY,Astoria
7806,e64e9a6797561a94efd147cdf4a5891458eeb771.csv,0,2,0.387314941,0.297208132,0.19680193,0,0,0.118674997,0,0,0,0.859478741,0,0.140521259,0,2,45,other,NY,Loudonville
7809,e6729dd973f6cf78bb48c5d1f30857bfe9ada3f3.csv,0,1,0,0.949652778,0,0,0,0.050347222,0.056335034,0,0,0.850180697,0,0.093484269,2000,1,0,detached,NY,Middletown
7817,e69553b720335d4f405a18f4267fc686bc6ddacf.csv,0,1,0,0.620712438,0.372525866,0,0,0.006761696,0.099921278,0,0,0.04792229,0,0.852156433,2001,2,39,Semi-Detached,NY,Valatie
7823,e6b65965cb2cbe5a13a8eda42790da37af0995c9.csv,0,1,0.145508111,0.621326905,0.208419421,0,0,0.024745562,0,0,0,0.135005357,0,0.864994643,3500,3,0,detached,NY,Elma
7825,e6ba0f280dfb0aedb28a875cb92a822c3b6f79bb.csv,1,0,0,0.845524267,0.127546932,0,0,0.0269288,0.105702457,0,0,0.488476801,0,0.405820742,1000,1,10,condominium,NY,New York
7830,e6ceca95a0c07109f9679f307396c2ad7dce98c4.csv,0,1,0,0.376061754,0.318143557,0,0,0.305794689,0.030255204,0,0,0.022048133,0,0.947696664,5500,2,5,detached,NY,Bayport
7836,e71c990f6a1518a8731c1ace84133555daee9e1b.csv,0,1,0,0.513688017,0.459662917,0,0,0.026649066,0.00506007,0,0,0.611111111,0,0.383828818,2500,3,40,detached,NY,Amherst
7839,e767d298b93b521de83801de1e645865ae7371fd.csv,0,1,0,0.648808157,0.323519284,0,0,0.027672559,0.082596801,0,0,0.245561677,0,0.671841521,2500,3,30,detached,NY,Clifton Park
7841,e77d7226f1bc14f3a769ec1efadec4856003f123.csv,0,1,0,0.945623492,0.019415781,0,0,0.034960727,0,0,0,0.884850352,0,0.115149648,0,0,0,,NY,North Tonawanda
7843,e78613642926790fada6e6425125e39d50a5fb09.csv,0,0,0,0.68564366,0.283346799,0,0,0.031009541,0,0,0,0.35896622,0,0.64103378,2500,3,90,detached,NY,Long Beach
7844,e78b34f410af17a2d9c53e04e127ca419fdb76b5.csv,0,1,0.058997585,0.611352657,0.292340982,0,0,0.037308776,0.063828502,0.011342593,0,0.045923913,0,0.878904992,3000,2,60,detached,NY,Huntington
7847,e7a55522f09d46691038589912061705b623b2cc.csv,0,1,0.173110957,0.461670899,0.329803401,0,0,0.035414743,0.004924592,0.018217144,0,0.006588566,0,0.970269698,1700,3,0,,NY,East Meadow
7850,e7b952f3d53ab0363a88947619db9822891aff9d.csv,0,1,0,0.688244048,0.28320551,0,0,0.028550443,0,0,0,0.971106151,0,0.028893849,2800,3,0,detached,NY,Orangetown
7854,e7de22400e16558cb0d4c5903bab207a5356db4d.csv,0,1,0.549969391,0.194674013,0.230075375,0,0,0.025281221,0.028715182,0.209624656,0,0.008321855,0,0.753338307,3000,4,110,rowHouse,NY,
7856,e7f4cc1f4daf02b43f62c6ac46ce24cd9909a0f7.csv,0,1,0,0.529607671,0.423547065,0,0,0.046845264,0,0,0,0.004135558,0,0.995864442,3500,3,25,detached,NY,Rochester
7860,e814a8db1b7495373ef89a630bc6d1e08a002ca0.csv,2,1,0,0.596382784,0.313930861,0,0,0.089686355,0.039997329,0.004120879,0,0.07308837,0,0.882793422,2000,1,5,other,NY,Lake View
7864,e8461d7a152ccff891d4bd24bda909ab95bfc35a.csv,0,1,0.172826428,0.514771657,0.283898305,0,0,0.02850361,0.000696406,0.000980854,0,0.954723792,0,0.043598949,2500,2,15,condominium,NY,Melville
7869,e8580df756bd387be90ab1a30f9c83c750359eae.csv,2,1,0.101765764,0.472451791,0.399841215,0,0,0.02594123,0.001329584,0.025644705,0,0.221036119,0,0.751989593,2500,2,65,detached,NY,Seaford
7872,e89087a2ff6e0930d69a858fa5fc7d0de23ad3a3.csv,0,1,0,0.597889957,0.372863248,0,0,0.029246795,0.051310668,0,0,0.194196429,0,0.754492903,2500,2,65,detached,NY,Warwick
7880,e8cb126722d3102c2fd65d2035a45c674ccbb6cf.csv,0,1,0.157455234,0.494327747,0.322122743,0,0,0.026094276,0,0,0,0.023702938,0,0.976297062,1500,3,60,other,NY,Hamburg
7885,e8f7885d3f871e8448f2f5cd2c2a8aed3f24a606.csv,0,1,0.373417357,0.252992634,0.344124079,0,0,0.02946593,0.021888428,0.129412216,0,0.055171885,0,0.793527471,2000,3,20,detached,NY,Huntington Station
7895,e91f1059089c1942b5a9e848446b298e5cd94f6a.csv,0,1,0,0.515896267,0.238378906,0,0,0.245724826,0.003917101,0.002289497,0,0.931467014,0,0.062326389,1500,2,110,semiDetached,NY,brooklyn
7902,e9579891f899b4085a8072b8500d738f2c73afa4.csv,0,1,0,0.310101832,0.656967,0,0,0.032931168,0,0,0,0.966666993,0,0.033333007,4000,3,25,other,NY,Amawalk
7907,e96cca08c7d06f62020fbac797788726de69330d.csv,0,1,0.228658184,0.330721033,0.392481203,0,0,0.04813958,0.004077501,0.014767688,0,0.025785618,0,0.955369192,3000,4,20,detached,NY,Ithaca
7909,e99255db973cd3823b0d6a3ee49f5450679a7503.csv,0,2,0.260550582,0.371479951,0.248708678,0,0,0.11926079,0,0,0,0.149362948,0,0.850637052,3500,3,0,other,NY,Clarence
7912,e9b60fe2b08abbdfeca3dc3280763705d61920a1.csv,0,1,0.159444827,0.521665519,0.293283211,0,0,0.025606443,0.044239746,0.065273952,0,0.020871595,0,0.869614708,4000,3,30,detached,NY,Purchase
7914,e9c952cd0b5c6a4e3f3d2c284ec35f9d0229fcae.csv,0,1,0.284207819,0.394818816,0.27914952,0,0,0.041823845,0.067744056,0.030578418,0,0.003372199,0,0.898305327,3000,1,5,townhouse,NY,Three Mile Bay
7916,e9ea8e8f91a830f7c8756c48213b2c1c84342224.csv,0,1,0.055450337,0.266844582,0.651075145,0,0,0.026629936,0.002573079,8.61E-05,0,0.080033287,0,0.917307545,1500,1,50,other,NY,Hauppauge
7920,ea05130264ff1f7386b9dc3185bf569c444ec50a.csv,0,1,0,0.69091483,0.284693526,0,0,0.024391644,0.015916743,0,0,0.950154959,0,0.033928298,1000,2,10,detached,NY,Ogdensburg
7925,ea11470a0679e6f88999494a8f02edf12e79268e.csv,0,1,0.147016178,0.023971688,0.79965087,0,0,0.029361264,0,0,0,0.028617216,0,0.971382784,0,0,0,,NY,Hempstead
7927,ea1b8b53f7825360783ffbf990df58d0cf32bec9.csv,0,1,0.034875268,0.611225895,0.283029155,0,0,0.070869682,0.012616697,0.013295837,0,0.280446511,0,0.693640955,0,0,0,,NY,Hewlett
7929,ea278febdc3b45857411a8e7788c5783e3a7ee42.csv,0,1,0.208381029,0.468044109,0.294633318,0,0,0.028941545,0.052264576,0.097231761,0,0.069244124,0,0.781259539,2500,2,57,detached,NY,Rochester
7932,ea34b619a7c72f167401739387cc3e148e809eb9.csv,0,1,0.279430751,0.338409624,0.350762911,0,0,0.031396714,0.020217136,0.058685446,0,0.03674687,0,0.884350548,0,0,0,,NY,West Islip
7934,ea3d4df90be75f74ad24b5a3b780f1c7b747af09.csv,0,1,0.187953318,0.463059414,0.321662809,0,0,0.02732446,0.029340278,0.018605324,0,0.124093364,0,0.827961034,2500,3,90,detached,NY,Long Beach
7940,ea6d3984c84afeeb25814a4e9677380e8b912d06.csv,0,1,0.296789148,0.26428953,0.363419567,0,0,0.075501755,0.019078144,0.037431319,0,0.208667201,0,0.734823336,0,0,0,0,NY,Cornwall On Hudson
7945,ea9c697be9246976a59d74d1bea49c9ad38941ad.csv,0,1,0,0.687643086,0.28299565,0,0,0.029361264,0,0,0,0.969999618,0,0.030000382,3000,3,0,detached,NY,Garden City
7948,eab3218ccb253c9483b04367c6574c60fa43af15.csv,0,1,0.216444751,0.371470386,0.369117309,0,0,0.042967554,0.013592363,0.13004094,0,0.06932966,0,0.787037037,3000,3,15,detached,NY,Rochester
7953,eacb946c3352206a3b4b0af18645e6be92bf60b4.csv,0,1,0.09919874,0.349518331,0.539891796,0,0,0.011391134,0.018616171,0.057572022,0,0.043167603,0,0.880644204,2000,2,15,other,NY,Deer Park
7960,eae3439c4b7ca29e4c31415d5e0183cf4ebb9e58.csv,0,1,0.365482476,0.284444827,0.324380165,0,0,0.025692531,0.000153046,0.020441154,0,0.010273186,0,0.969132614,1600,2,66,rowHouse,NY,Smithtown
7961,eae3b253032917394e894485616ef6454ced7414.csv,0,1,0.231883226,0.388468013,0.352961433,0,0,0.026687328,0.003711356,0.047855448,0,0.021206382,0,0.927226814,2500,3,0,detached,NY,Hilton
7962,eaf6f5137ce789910b120869486f98077606f979.csv,0,1,0,0.664284894,0.308664294,0,0,0.027050811,0.006408785,0,0,0.730486685,0,0.26310453,2000,2,40,other,NY,Schenectady
7963,eb0144c4c939b6888f86c01e3a42ffd44cc2a912.csv,0,1,0.282566392,0.237999847,0.45137935,0,0,0.028054411,0.011475504,0.040779533,0,0.760807769,0,0.186937195,3000,2,5,townhouse,NY,Clarkstown
7970,eb1efce160ccd0879ea65ddee5e01204556cdcf1.csv,0,2,0.153136201,0.430129928,0.291375448,0,0,0.125358423,0.069511649,0.106586022,0,0.108042115,0,0.715860215,0,0,0,,NY,Roslyn
7974,eb395eb68ba0501e1628fc632b67b0185e93cf4f.csv,0,1,0,0.68522675,0.282650399,0,0,0.032122851,0,0,0,0.966754911,0,0.033245089,4000,3,90,detached,NY,Croton-on-Hudson
7976,eb4e9d38f3b677c4ed5c47706678977caa956c6b.csv,0,1,0,0.698373538,0.287052266,0,0,0.014574196,0,0,0.000799525,0.855171784,0,0.144028692,1501,3,59,Semi-Detached,NY,New York
7979,eb593b84a0704c23f7033e7570ace04954f81356.csv,0,1,0.244911234,0.367280762,0.361780686,0,0,0.026027319,0.008943603,0.011880165,0,0.077173248,0,0.902002984,3000,4,65,detached,NY,Smithtown
7999,ebc0f35bd26abfb355e09d3f4521cb51627a2341.csv,0,1,0,0.618844231,0.292772861,0,0,0.088382907,0.189896755,0,0,0.002601606,0,0.807501639,2500,3,95,detached,NY,New York
8001,ebd0f7ffa5edd1cda40a4940fbecf731c68c601e.csv,0,1,0,0.678419582,0.282302802,0,0,0.039277616,0,0,0.000678247,0.959578474,0,0.039743278,4500,3,30,detached,NY,New York
8011,ec1980afaa1e03e93ee69d095e96c3194c74acd8.csv,0,1,0,0.649889042,0.324820171,0,0,0.025290787,0,0,0,0.029882155,0,0.970117845,2500,3,60,detached,NY,Wynantskill
8019,ec4333c6453fef73b252dc37764f9786a04d7215.csv,0,1,0,0.642411071,0.267685851,0,0,0.089903078,0.010179357,0,0,0.698803457,0,0.291017186,1500,3,10,detached,NY,Barryville
8020,ec5d4764c27f870f70a86431e468ed36cda765d7.csv,0,1,0.36893315,0.135035104,0.464247558,0,0,0.031784188,0,0,0,0.11194101,0,0.88805899,4500,3,17,detached,NY,Bayport
8021,ec60a2f77b48fd47eee527e549ae1cdf24610c2f.csv,0,1,0.217956076,0.516528926,0.240999005,0,0,0.024515993,0,0,0,0.040432736,0,0.959567264,3500,2,50,,NY,Kings Park
8023,ec6799550dcd48b45c1b661a3fe3bff32be7d330.csv,0,1,0,0.690293082,0.284425696,0,0,0.025281221,0.022191613,0,0,0.36354071,0,0.614267677,3500,3,0,detached,NY,Port Jefferson
8024,ec6d0f1600224c5d3538c65f54b511d9a4d87d1c.csv,0,1,0.173964057,0.514165522,0.283711081,0,0,0.028159341,0.173439408,0.015024038,0,0.033367674,0,0.77816888,3000,3,40,detached,NY,Dix Hills
8026,ec7c35ecf4eb2a05465fe128c3a707cc562c57aa.csv,0,2,0.314531822,0.257726648,0.371718559,0,0,0.05602297,0.015157585,0.070846688,0,0.151585394,0,0.762410333,2000,2,58,detached,NY,Huntington
8031,eca0c407b0dca98f02e04f678550cd14c75c51e1.csv,0,1,0,0.328967373,0.6430083,0,0,0.028024326,0.004407051,0,0,0.356591059,0,0.63900189,0,0,0,,NY,New York
8032,ecb656ed8c8d64e1aee064ef132e50409db862cc.csv,0,1,0.063396673,0.264022436,0.64361073,0,0,0.028970162,0.002661401,0.000143086,0,0.036229396,0,0.960966117,1500,1,50,other,NY,Hauppauge
